"spkid","full_name","pdes","name","prefix","neo","pha","sats","H","G","M1","M2","K1","K2","PC","diameter","extent","albedo","rot_per","GM","BV","UB","IR","spec_B","spec_T","H_sigma","diameter_sigma","orbit_id","epoch","epoch_mjd","epoch_cal","equinox","e","a","q","i","om","w","ma","ad","n","tp","tp_cal","per","per_y","moid","moid_ld","moid_jup","t_jup","sigma_e","sigma_a","sigma_q","sigma_i","sigma_om","sigma_w","sigma_ma","sigma_ad","sigma_n","sigma_tp","sigma_per","class","producer","data_arc","first_obs","last_obs","n_obs_used","n_del_obs_used","n_dop_obs_used","condition_code","rms","two_body","A1","A1_sigma","A2","A2_sigma","A3","A3_sigma","DT","DT_sigma"
3074753,"       (2001 GT2)","2001 GT2",,,Y,Y,0,19.80,,,,,,,,,,,,,,,,,,,"JPL 36",2460000.5,60000,2023-02-25.0,J2000,0.6293,2.405,0.891,3.73,146.01,359.52,327.42,3.92,0.2643,2460123.74,2023-06-28.2,1.36e+03,3.73,0.0414,16.1,1.11,3.22,2.4e-07,9.0e-08,5.9e-07,2.1e-05,6.8e-04,6.7e-04,5.9e-05,1.5e-07,1.5e-08,2.3e-04,7.7e-05,APO,"Otto Matic",4046,2001-04-15,2012-05-13,83,,,0,.39885,,,,,,,,,
3077082,"       (2001 HW7)","2001 HW7",,,Y,N,0,20.30,,,,,,,,,,,,,,,,,,,"JPL 27",2460000.5,60000,2023-02-25.0,J2000,0.5117,2.172,1.060,7.76,195.70,82.39,270.80,3.28,0.3079,2460290.17,2023-12-11.6,1.17e+03,3.2,0.142,55.3,1.95,3.5,1.0e-07,9.9e-09,2.1e-07,1.7e-05,4.4e-05,7.3e-05,2.8e-05,1.5e-08,2.1e-09,9.3e-05,8.0e-06,AMO,"Otto Matic",6020,2001-04-18,2017-10-11,81,,,0,.6787,,,,,,,,,
3092297,"       (2001 HX7)","2001 HX7",,,Y,N,0,20.60,,,,,,,,,,,,,,,,,,,"JPL 16",2460000.5,60000,2023-02-25.0,J2000,0.5088,2.265,1.113,56.73,205.39,40.68,136.37,3.42,0.289,2459528.69,2021-11-10.1,1.25e+03,3.41,0.199,77.4,2.02,2.92,1.3e-06,3.7e-08,3.0e-06,2.8e-04,1.4e-05,6.8e-04,1.7e-04,5.7e-08,7.2e-09,5.9e-04,3.1e-05,AMO,"Otto Matic",6234,2001-04-14,2018-05-09,61,,,1,.54732,,,,,,,,,
3092298,"       (2001 HJ31)","2001 HJ31",,,Y,N,0,23.80,,,,,,,,,,,,,,,,,,,"JPL 13",2452026.5,52026,2001-04-27.0,J2000,0.5857,2.069,0.857,2.84,21.36,132.12,15.51,3.28,0.3312,2451979.66,2001-03-11.1,1.09e+03,2.98,0.00421,1.64,1.73,3.54,5.7e-03,2.6e-02,8.3e-04,2.0e-02,2.1e-02,2.5e-02,3.3e-01,4.2e-02,6.3e-03,1.1e-01,2.1e+01,APO,"Otto Matic",4,2001-04-26,2001-04-30,25,,,9,.52472,,,,,,,,,
3076783,"       (2001 HK31)","2001 HK31",,,Y,N,0,21.00,,,,,,,,,,,,,,,X,,,,"JPL 31",2460000.5,60000,2023-02-25.0,J2000,0.5761,2.434,1.032,6.86,114.16,99.75,263.37,3.84,0.2596,2460372.76,2024-03-03.2,1.39e+03,3.8,0.116,45.1,1.21,3.25,1.8e-04,6.0e-04,1.7e-04,1.4e-03,6.1e-03,6.1e-03,9.7e-01,9.5e-04,9.7e-05,3.9e+00,5.2e-01,AMO,"Otto Matic",59,2001-04-21,2001-06-19,95,,,6,.34762,,,,,,,,,
3076784,"       (2001 HL31)","2001 HL31",,,Y,Y,0,20.18,,,,,,,,,,,,,,,,,,,"JPL 18",2452031.5,52031,2001-05-02.0,J2000,0.7785,2.434,0.539,12.86,38.36,286.86,345.73,4.33,0.2595,2452086.49,2001-06-25.9,1.39e+03,3.8,0.0497,19.3,1.41,2.98,7.8e-03,7.6e-02,2.1e-03,1.5e-01,3.4e-02,8.8e-02,7.4e-01,1.4e-01,1.2e-02,2.6e-01,6.5e+01,APO,"Otto Matic",9,2001-04-29,2001-05-08,72,,,9,.33071,,,,,,,,,
3076812,"       (2001 JV1)","2001 JV1",,,Y,Y,0,21.50,,,,,,,,,,29,,,,,Sq,,,,"JPL 53",2460000.5,60000,2023-02-25.0,J2000,0.4354,1.705,0.963,6.62,92.22,201.04,259.93,2.45,0.4426,2460226.59,2023-10-09.0,813,2.23,0.0219,8.53,2.77,4.08,1.4e-08,7.2e-10,2.4e-08,2.6e-06,1.6e-05,1.9e-05,4.7e-06,1.0e-09,2.8e-10,1.1e-05,5.2e-07,APO,"Otto Matic",7475,2001-05-14,2021-10-31,211,1,2,0,.49426,,,,,,,,,
3076899,"       (2001 JW1)","2001 JW1",,,Y,N,0,20.30,,,,,,,,,,,,,,,,,,,"JPL 35",2460000.5,60000,2023-02-25.0,J2000,0.0688,1.178,1.097,35.39,62.02,97.45,78.67,1.26,0.7706,2459898.40,2022-11-14.9,467,1.28,0.149,58,3.8,5.19,1.1e-07,4.8e-09,1.3e-07,6.4e-05,9.0e-06,1.7e-04,1.7e-04,5.1e-09,4.7e-09,2.2e-04,2.9e-06,AMO,"Otto Matic",6801,2001-05-11,2019-12-24,130,,,0,.49274,,,,,,,,,
3092299,"       (2001 KW18)","2001 KW18",,,Y,N,0,26.00,,,,,,,,,,,,,,,,,,,"JPL 11",2452050.5,52050,2001-05-21.0,J2000,0.1578,1.242,1.046,7.22,61.82,181.44,357.45,1.44,0.7117,2452054.09,2001-05-24.5,506,1.38,0.0338,13.2,3.55,5.14,1.6e-03,2.7e-03,2.7e-04,5.5e-02,2.0e-03,3.6e-02,1.7e-02,3.1e-03,2.3e-03,3.5e-02,1.6e+00,AMO,"Otto Matic",5,2001-05-18,2001-05-23,24,,,8,.46042,,,,,,,,,
54221661,"       (2001 KY18)","2001 KY18",,,Y,N,0,18.23,,,,,,,,,,,,,,,,,0.50,,"JPL 109",2460000.5,60000,2023-02-25.0,J2000,0.5931,3.028,1.232,19.36,74.03,97.57,65.11,4.82,0.1871,2459652.47,2022-03-13.9,1.92e+03,5.27,0.421,164,1.38,2.88,3.1e-08,2.3e-08,9.4e-08,5.5e-06,1.7e-05,3.4e-05,5.0e-06,3.6e-08,2.1e-09,2.7e-05,2.1e-05,AMO,"Otto Matic",7683,2001-05-18,2022-05-31,681,,,0,.47718,,,,,,,,,
3077026,"       (2001 KM20)","2001 KM20",,,Y,N,0,23.91,,,,,,,,,,,,,,,,,,,"JPL 18",2460000.5,60000,2023-02-25.0,J2000,0.2091,1.184,0.936,3.73,56.03,251.64,275.92,1.43,0.7652,2460110.38,2023-06-14.8,470,1.29,0.0164,6.39,3.76,5.33,3.5e-08,7.1e-10,4.1e-08,5.5e-06,3.1e-05,4.9e-05,2.7e-05,8.6e-10,6.9e-10,3.6e-05,4.2e-07,APO,"Otto Matic",6741,2001-05-21,2019-11-04,97,,,0,.37829,,,,,,,,,
3092300,"       (2001 KO41)","2001 KO41",,,Y,N,0,20.70,,,,,,,,,,,,,,,,,,,"JPL 15",2460000.5,60000,2023-02-25.0,J2000,0.4386,2.024,1.136,5.06,241.54,307.90,223.25,2.91,0.3424,2460399.91,2024-03-30.4,1.05e+03,2.88,0.153,59.7,2.07,3.69,2.7e-04,1.7e-03,4.6e-04,3.2e-03,5.7e-03,2.0e-02,3.2e+00,2.5e-03,4.4e-04,9.9e+00,1.4e+00,AMO,"Otto Matic",25,2001-05-24,2001-06-18,55,,,7,.51328,,,,,,,,,
3076814,"       (2001 KF54)","2001 KF54",,,Y,Y,0,19.83,,,,,,,,,,,,,,,,,,,"JPL 28",2460000.5,60000,2023-02-25.0,J2000,0.6505,2.338,0.817,1.63,172.48,170.89,358.40,3.86,0.2757,2460006.30,2023-03-02.8,1.31e+03,3.58,0.0208,8.1,1.57,3.24,7.7e-08,1.4e-08,1.8e-07,5.7e-06,1.1e-03,1.1e-03,7.2e-06,2.3e-08,2.5e-09,2.6e-05,1.2e-05,APO,"Otto Matic",6781,2001-05-26,2019-12-19,96,,,0,.43305,,,,,,,,,
3079018,"       (2001 KD55)","2001 KD55",,,Y,N,0,20.60,,,,,,,,,,,,,,,,,,,"JPL 18",2460000.5,60000,2023-02-25.0,J2000,0.6236,3.339,1.257,9.99,228.46,6.72,201.93,5.42,0.1616,2460978.83,2025-10-30.3,2.23e+03,6.1,0.247,96,0.269,2.79,5.6e-07,7.1e-07,2.1e-06,2.7e-05,1.2e-04,2.7e-04,4.3e-04,1.2e-06,5.2e-08,2.9e-03,7.1e-04,AMO,"Otto Matic",2116,2001-05-26,2007-03-12,53,,,1,.45904,,,,,,,,,
3077854,"       (2001 KU66)","2001 KU66",,,Y,N,0,24.10,,,,,,,,,,0.87,,,,,,,,,"JPL 12",2460000.5,60000,2023-02-25.0,J2000,0.2255,1.293,1.001,18.94,68.46,149.17,303.11,1.58,0.6704,2460085.35,2023-05-20.8,537,1.47,0.0139,5.4,3.41,4.94,2.7e-04,4.4e-04,3.2e-06,1.4e-02,2.9e-04,1.4e-02,2.9e+00,5.4e-04,3.5e-04,4.3e+00,2.8e-01,APO,"Otto Matic",4,2001-05-30,2001-06-03,64,,,7,.53752,,,,,,,,,
3092301,"       (2001 KD68)","2001 KD68",,,Y,N,0,22.78,,,,,,,,,,,,,,,,,,,"JPL 14",2452067.5,52067,2001-06-07.0,J2000,0.5060,2.384,1.178,2.04,249.92,350.47,3.83,3.59,0.2678,2452053.19,2001-05-23.6,1.34e+03,3.68,0.165,64.4,1.43,3.35,2.7e-03,1.5e-02,7.5e-04,7.8e-03,8.8e-03,9.8e-03,3.8e-02,2.2e-02,2.5e-03,1.0e-02,1.2e+01,AMO,"Otto Matic",19,2001-05-31,2001-06-19,20,,,8,.33508,,,,,,,,,
3078262,"       (2001 LD)","2001 LD",,,Y,Y,0,20.74,,,,,,,,,,,,,,,,,,,"JPL 37",2460000.5,60000,2023-02-25.0,J2000,0.3758,1.42,0.886,30.15,79.23,114.29,327.96,1.95,0.5823,2460055.52,2023-04-21.0,618,1.69,0.0353,13.7,3.26,4.5,2.9e-08,4.1e-10,4.1e-08,1.7e-05,3.2e-06,8.7e-06,3.6e-06,5.6e-10,2.5e-10,6.1e-06,2.7e-07,APO,"Otto Matic",8050,2001-06-02,2023-06-17,240,,,0,.47641,,,,,,,,,
3079888,"       (2001 LD6)","2001 LD6",,,Y,N,0,19.20,,,,,,,,,,,,,,,,,,,"JPL 29",2460000.5,60000,2023-02-25.0,J2000,0.6164,2.756,1.057,9.16,82.65,248.11,252.32,4.46,0.2154,2460500.44,2024-07-08.9,1.67e+03,4.58,0.14,54.6,1.12,3.02,7.7e-08,9.4e-08,2.0e-07,1.9e-05,6.6e-05,9.0e-05,8.9e-05,1.5e-07,1.1e-08,4.4e-04,8.6e-05,AMO,"Otto Matic",3248,2001-06-13,2010-05-05,101,,,0,.57033,,,,,,,,,
3079905,"       (2001 MD1)","2001 MD1",,,Y,N,0,21.40,,,,,,,,,,,,,,,,,,,"JPL 29",2460000.5,60000,2023-02-25.0,J2000,0.4926,2.107,1.069,5.86,265.73,27.58,24.85,3.15,0.3222,2459923.39,2022-12-09.8,1.12e+03,3.06,0.0658,25.6,2.08,3.57,9.7e-05,4.1e-04,2.8e-06,8.7e-04,3.1e-04,1.7e-03,7.2e-01,6.1e-04,9.4e-05,2.2e+00,3.3e-01,AMO,"Otto Matic",68,2001-06-16,2001-08-23,107,,,6,.42154,,,,,,,,,
3092303,"       (2001 MS3)","2001 MS3",,,Y,N,0,24.00,,,,,,,,,,,,,,,,,,,"JPL 13",2452082.5,52082,2001-06-22.0,J2000,0.5354,2.131,0.990,4.39,273.14,319.10,11.01,3.27,0.3168,2452047.74,2001-05-18.2,1.14e+03,3.11,0.023,8.95,1.74,3.52,1.1e-03,4.9e-03,3.0e-05,6.7e-03,3.7e-03,3.6e-03,4.1e-02,7.6e-03,1.1e-03,7.6e-03,3.9e+00,APO,"Otto Matic",13,2001-06-15,2001-06-28,23,,,8,.56128,,,,,,,,,
3079913,"       (2001 MY7)","2001 MY7",,,Y,N,0,21.78,,,,,,,,,,,,,,,,,,,"JPL 22",2460000.5,60000,2023-02-25.0,J2000,0.6370,2.906,1.055,20.57,94.73,208.38,114.61,4.76,0.199,2459424.51,2021-07-29.0,1.81e+03,4.95,0.0792,30.8,0.792,2.87,4.9e-08,3.3e-08,1.4e-07,1.5e-05,1.5e-05,2.4e-05,8.4e-06,5.5e-08,3.4e-09,3.3e-05,3.1e-05,AMO,"Otto Matic",7354,2001-06-21,2021-08-09,119,,,0,.47433,,,,,,,,,
3092304,"       (2001 NY1)","2001 NY1",,,Y,N,0,23.20,,,,,,,,,,,,,,,,,,,"JPL 10",2460000.5,60000,2023-02-25.0,J2000,0.5408,2.245,1.031,11.76,282.60,357.66,152.23,3.46,0.2929,2459480.84,2021-09-23.3,1.23e+03,3.36,0.0143,5.55,1.71,3.4,1.3e-04,5.9e-04,1.4e-05,1.8e-03,3.5e-04,2.1e-03,9.5e-01,9.1e-04,1.1e-04,3.0e+00,4.8e-01,AMO,"Otto Matic",71,2001-07-10,2001-09-19,23,,,6,.54336,,,,,,,,,
3080816,"       (2001 NJ6)","2001 NJ6",,,Y,N,0,20.76,,,,,,,,,,,,,,,,,,,"JPL 26",2460000.5,60000,2023-02-25.0,J2000,0.4090,2.173,1.284,5.08,110.97,211.14,260.45,3.06,0.3078,2460323.94,2024-01-14.4,1.17e+03,3.2,0.274,107,2.28,3.57,1.4e-07,4.3e-09,3.1e-07,1.4e-05,8.7e-05,1.6e-04,4.9e-05,6.1e-09,9.2e-10,1.6e-04,3.5e-06,AMO,"Otto Matic",5919,2001-07-13,2017-09-26,82,,,0,.52963,,,,,,,,,
3092305,"       (2001 ND13)","2001 ND13",,,Y,N,0,21.55,,,,,,,,,,,,,,,,,,,"JPL 11",2452109.5,52109,2001-07-19.0,J2000,0.4351,1.507,0.851,8.42,172.09,195.06,328.55,2.16,0.5328,2452168.53,2001-09-16.0,676,1.85,0.101,39.1,3.3,4.41,2.2e-03,4.8e-03,6.1e-04,3.1e-02,4.4e-02,4.8e-02,1.8e-01,6.9e-03,2.6e-03,5.3e-02,3.2e+00,APO,"Otto Matic",19,2001-07-13,2001-08-01,25,,,8,.30034,,,,,,,,,
3091293,"       (2001 NE13)","2001 NE13",,,Y,N,0,20.10,,,,,,,,,,,,,,,,,,,"JPL 16",2460000.5,60000,2023-02-25.0,J2000,0.4193,2.108,1.224,7.70,129.95,162.32,18.89,2.99,0.322,2459941.84,2022-12-28.3,1.12e+03,3.06,0.211,82.2,2.23,3.61,3.3e-07,1.0e-07,7.5e-07,2.9e-05,1.0e-04,1.3e-04,2.2e-04,1.4e-07,2.3e-08,6.9e-04,8.1e-05,AMO,"Otto Matic",3148,1998-07-31,2007-03-14,51,,,1,.71554,,,,,,,,,
3079950,"       (2001 OT)","2001 OT",,,Y,N,0,21.70,,,,,,,,,,,,,,,,,,,"JPL 31",2460000.5,60000,2023-02-25.0,J2000,0.3228,0.9341,0.633,12.06,295.79,142.99,227.18,1.24,1.092,2460122.16,2023-06-26.6,330,0.903,0.0625,24.3,3.99,6.36,3.1e-07,1.3e-08,2.8e-07,1.4e-05,1.1e-05,2.1e-05,3.4e-05,1.7e-08,2.2e-08,3.3e-05,6.6e-06,ATE,"Otto Matic",6616,2001-07-16,2019-08-27,98,,,0,.40268,,,,7.7e-14,1.9e-14,,,,
3080986,"       (2001 OD3)","2001 OD3",,,Y,N,0,19.45,,,,,,,,,,,,,,,,,,,"JPL 30",2460000.5,60000,2023-02-25.0,J2000,0.5167,2.617,1.265,14.85,122.15,210.54,31.00,3.97,0.2328,2459867.30,2022-10-14.7,1.55e+03,4.23,0.276,108,1.48,3.16,3.4e-08,9.6e-09,9.0e-08,7.4e-06,2.9e-05,4.3e-05,2.0e-05,1.5e-08,1.3e-09,8.6e-05,8.5e-06,AMO,"Otto Matic",7704,2001-07-16,2022-08-19,98,,,0,.55725,,,,,,,,,
3079958,"       (2001 OE3)","2001 OE3",,,Y,N,0,20.53,,,,,,,,,,,,,,,,,,,"JPL 36",2460000.5,60000,2023-02-25.0,J2000,0.3356,1.61,1.070,11.98,303.00,43.95,180.81,2.15,0.4823,2460372.05,2024-03-02.5,746,2.04,0.107,41.5,3.3,4.26,1.0e-07,1.0e-07,1.5e-07,1.7e-05,1.4e-05,5.4e-05,3.7e-04,1.3e-07,4.5e-08,7.9e-04,6.9e-05,AMO,"Otto Matic",736,2001-07-12,2003-07-18,216,,,1,.6931,,,,,,,,,
3081029,"       (2001 OV13)","2001 OV13",,,Y,N,0,23.10,,,,,,,,,,,,,,,,,,,"JPL 24",2460000.5,60000,2023-02-25.0,J2000,0.4496,1.989,1.095,6.31,284.42,16.74,253.13,2.88,0.3514,2460304.65,2023-12-26.1,1.02e+03,2.8,0.0825,32.1,2.37,3.71,5.0e-08,1.8e-09,1.0e-07,1.5e-05,2.8e-05,1.0e-04,3.1e-05,2.6e-09,4.8e-10,8.9e-05,1.4e-06,AMO,"Otto Matic",5176,2001-07-16,2015-09-17,62,,,0,.56973,,,,,,,,,
3080778,"       (2001 OX13)","2001 OX13",,,Y,N,0,19.61,,,,,,,,,,,,,,,,,,,"JPL 30",2460000.5,60000,2023-02-25.0,J2000,0.4646,2.381,1.275,4.18,54.23,277.77,303.37,3.49,0.2683,2460211.59,2023-09-24.0,1.34e+03,3.67,0.275,107,1.91,3.38,1.5e-07,2.2e-08,3.6e-07,8.4e-06,2.3e-04,2.5e-04,4.1e-05,3.3e-08,3.8e-09,1.6e-04,1.9e-05,AMO,"Otto Matic",7996,2001-07-18,2023-06-09,83,,,0,.42715,,,,,,,,,
3092306,"       (2001 OF25)","2001 OF25",,,Y,N,0,21.40,,,,,,,,,,,,,,,,,,,"JPL 13",2460000.5,60000,2023-02-25.0,J2000,0.3510,1.628,1.056,20.38,301.67,21.60,134.80,2.20,0.4746,2459716.47,2022-05-16.9,759,2.08,0.0577,22.5,3.14,4.18,3.3e-04,8.6e-04,2.0e-05,1.0e-02,2.6e-03,3.6e-03,3.0e+00,1.2e-03,3.8e-04,6.0e+00,6.0e-01,AMO,"Otto Matic",58,2001-07-22,2001-09-18,32,,,7,.41744,,,,,,,,,
3080850,"       (2001 OC36)","2001 OC36",,,Y,N,0,22.90,,,,,,,,,,,,,,,,,,,"JPL 11",2452117.5,52117,2001-07-27.0,J2000,0.4757,1.402,0.735,2.29,106.27,288.73,322.99,2.07,0.5938,2452179.83,2001-09-27.3,606,1.66,0.00428,1.67,3.38,4.62,2.6e-03,5.2e-03,8.7e-04,1.3e-02,2.8e-02,4.7e-02,2.8e-01,7.7e-03,3.3e-03,1.1e-01,3.4e+00,APO,"Otto Matic",7,2001-07-25,2001-08-01,25,,,8,.8179,,,,,,,,,
3091694,"       (2001 PJ)","2001 PJ",,,Y,N,0,21.30,,,,,,,,,,,,,,,,,,,"JPL 16",2460000.5,60000,2023-02-25.0,J2000,0.4984,2.107,1.057,5.78,260.69,45.03,18.33,3.16,0.3223,2459943.63,2022-12-30.1,1.12e+03,3.06,0.0739,28.7,2.14,3.57,1.1e-04,5.3e-04,2.8e-05,1.0e-03,2.1e-03,1.2e-03,9.5e-01,7.9e-04,1.2e-04,2.9e+00,4.2e-01,AMO,"Otto Matic",57,2001-08-04,2001-09-30,41,,,6,.69482,,,,,,,,,
3091713,"       (2001 PH9)","2001 PH9",,,Y,N,0,21.30,,,,,,,,,,,,,,,,,,,"JPL 25",2460000.5,60000,2023-02-25.0,J2000,0.5409,2.722,1.250,5.45,287.34,65.65,280.19,4.19,0.2195,2460364.07,2024-02-23.5,1.64e+03,4.49,0.26,101,1.35,3.12,1.9e-07,3.6e-08,5.1e-07,1.2e-05,1.4e-04,1.8e-04,3.4e-05,5.6e-08,4.4e-09,1.6e-04,3.3e-05,AMO,"Otto Matic",6660,2001-08-10,2019-11-04,73,,,0,.53255,,,,,,,,,
3091716,"       (2001 PU9)","2001 PU9",,,Y,N,0,19.43,,,,,,,,,,,,,,,,,,,"JPL 16",2460000.5,60000,2023-02-25.0,J2000,0.5049,2.244,1.111,29.15,144.83,159.68,146.25,3.38,0.2933,2459501.87,2021-10-14.3,1.23e+03,3.36,0.117,45.7,2.04,3.31,1.3e-07,1.0e-07,3.1e-07,4.4e-05,3.1e-05,2.1e-04,2.1e-04,1.5e-07,2.0e-08,7.0e-04,8.3e-05,AMO,"Otto Matic",7229,2001-08-12,2021-05-28,72,,,1,.6413,,,,,,,,,
3091723,"       (2001 PF14)","2001 PF14",,,Y,N,0,19.50,,,,,,,,,,,,,,,,,,,"JPL 21",2460000.5,60000,2023-02-25.0,J2000,0.4088,2.121,1.254,6.78,38.27,254.19,2.78,2.99,0.3192,2459991.80,2023-02-16.3,1.13e+03,3.09,0.269,105,2.26,3.61,3.8e-07,3.5e-07,1.0e-06,1.7e-05,1.2e-04,2.8e-04,7.2e-04,4.9e-07,7.8e-08,2.2e-03,2.8e-04,AMO,"Otto Matic",2082,2001-08-12,2007-04-25,83,,,1,.59231,,,,,,,,,
3091724,"       (2001 PG14)","2001 PG14",,,Y,N,0,22.50,,,,,,,,,,,,,,,,,,,"JPL 15",2460000.5,60000,2023-02-25.0,J2000,0.3353,1.473,0.979,10.74,154.68,115.47,39.72,1.97,0.5511,2459928.41,2022-12-14.9,653,1.79,0.0767,29.8,3.18,4.52,4.5e-04,9.6e-04,2.9e-05,1.3e-02,6.4e-03,6.1e-03,4.7e+00,1.3e-03,5.4e-04,8.5e+00,6.4e-01,APO,"Otto Matic",30,2001-08-14,2001-09-13,69,,,7,.62191,,,,,,,,,
3091760,"       (2001 PJ29)","2001 PJ29",,,Y,N,0,23.00,,,,,,,,,,,,,,,,,,,"JPL 20",2452142.5,52142,2001-08-21.0,J2000,0.3925,1.45,0.881,6.65,328.62,69.31,328.81,2.02,0.5645,2452197.75,2001-10-15.2,638,1.75,0.0237,9.23,3.45,4.55,7.7e-04,1.6e-03,1.3e-04,1.1e-02,3.5e-03,1.2e-02,6.8e-02,2.3e-03,9.6e-04,2.8e-02,1.1e+00,APO,"Otto Matic",15,2001-08-15,2001-08-30,71,,,8,.66523,,,,,,,,,
3091784,"       (2001 QJ)","2001 QJ",,,Y,N,0,21.20,,,,,,,,,,,,,,,,,,,"JPL 19",2460000.5,60000,2023-02-25.0,J2000,0.4660,2.342,1.251,6.97,316.09,11.23,358.00,3.43,0.2751,2460007.76,2023-03-04.2,1.31e+03,3.58,0.239,92.8,1.94,3.4,4.2e-07,1.9e-08,9.7e-07,1.2e-05,9.6e-05,1.7e-04,5.1e-05,2.7e-08,3.3e-09,1.9e-04,1.6e-05,AMO,"Otto Matic",6655,2001-08-16,2019-11-05,51,,,0,.49909,,,,,,,,,
3091894,"       (2001 QB34)","2001 QB34",,,Y,N,0,19.69,,,,,,,,,,,,,,,,,,,"JPL 28",2460000.5,60000,2023-02-25.0,J2000,0.4174,2.207,1.286,5.73,266.62,86.99,199.86,3.13,0.3007,2460533.07,2024-08-10.5,1.2e+03,3.28,0.301,117,2.37,3.54,1.4e-07,1.1e-08,3.2e-07,1.2e-05,1.5e-04,1.5e-04,2.3e-05,1.6e-08,2.3e-09,7.7e-05,9.3e-06,AMO,"Otto Matic",4847,2001-08-16,2014-11-23,72,,,0,.63698,,,,,,,,,
3092308,"       (2001 QD34)","2001 QD34",,,Y,N,0,22.80,,,,,,,,,,,,,,,,,,,"JPL 10",2452142.5,52142,2001-08-21.0,J2000,0.5130,2.136,1.041,8.24,149.19,146.86,9.81,3.23,0.3156,2452111.42,2001-07-20.9,1.14e+03,3.12,0.0585,22.8,2.03,3.52,2.4e-03,1.1e-02,1.0e-04,2.7e-02,7.3e-03,1.1e-02,7.4e-02,1.6e-02,2.3e-03,4.5e-03,8.4e+00,AMO,"Otto Matic",10,2001-08-17,2001-08-27,30,,,8,.51871,,,,,,,,,
3091895,"       (2001 QE34)","2001 QE34",,,Y,N,0,19.09,,,,,,,,,,3.78,,,,,,,,,"JPL 66",2460000.5,60000,2023-02-25.0,J2000,0.7344,2.157,0.573,5.61,279.43,314.41,308.98,3.74,0.3112,2460164.46,2023-08-07.9,1.16e+03,3.17,0.068,26.5,1.32,3.28,1.8e-08,9.0e-09,3.8e-08,5.1e-06,5.9e-05,6.0e-05,4.5e-06,1.6e-08,1.9e-09,1.5e-05,7.2e-06,APO,"Otto Matic",6999,2001-08-18,2020-10-16,408,,,0,.39951,,,,,,,,,
3081292,"       (2001 QE71)","2001 QE71",,,Y,N,0,24.40,,,,,,,,,,,,,,,,,,,"JPL 17",2460000.5,60000,2023-02-25.0,J2000,0.1587,1.078,0.907,3.04,148.38,96.39,145.03,1.25,0.8803,2459835.76,2022-09-13.2,409,1.12,0.00619,2.41,3.74,5.72,7.5e-05,1.3e-05,9.3e-05,2.1e-03,4.8e-03,5.7e-03,4.2e-01,1.5e-05,1.6e-05,4.8e-01,7.6e-03,APO,"Otto Matic",25,2001-08-19,2001-09-13,70,,,6,.60566,,,,,,,,,
3091994,"       (2001 QF96)","2001 QF96",,,Y,N,0,24.50,,,,,,,,,,,,,,,,,,,"JPL 17",2460000.5,60000,2023-02-25.0,J2000,0.3629,1.545,0.984,6.65,158.79,224.34,46.35,2.11,0.5132,2459910.19,2022-11-26.6,701,1.92,0.0314,12.2,3.36,4.38,4.5e-04,1.1e-03,2.7e-05,7.4e-03,7.1e-05,4.9e-03,4.3e+00,1.4e-03,5.2e-04,8.4e+00,7.2e-01,APO,"Otto Matic",26,2001-08-18,2001-09-13,59,,,7,.41327,,,,,,,,,
3080637,"       (2001 QJ96)","2001 QJ96",,,Y,N,0,22.27,,,,,,,,,,,,,,,,,,,"JPL 12",2460000.5,60000,2023-02-25.0,J2000,0.7969,1.592,0.323,5.87,338.52,121.89,229.31,2.86,0.4906,2460266.87,2023-11-18.3,734,2.01,0.000617,0.24,2.36,3.93,2.0e-06,4.4e-08,3.1e-06,4.6e-05,6.8e-05,3.3e-04,1.5e-04,7.9e-08,2.0e-08,3.1e-04,3.0e-05,APO,"Otto Matic",7316,2001-08-23,2021-09-03,78,,,1,.68854,,,,,,,,,
3092068,"       (2001 QG142)","2001 QG142",,,Y,N,0,18.23,,,,,,,,,,,,,,,,,,,"JPL 48",2460000.5,60000,2023-02-25.0,J2000,0.5481,2.366,1.069,31.01,160.76,138.44,330.21,3.66,0.2707,2460110.52,2023-06-15.0,1.33e+03,3.64,0.146,56.8,2.11,3.17,5.4e-08,6.6e-09,1.3e-07,2.2e-05,1.2e-05,2.8e-05,9.2e-06,1.0e-08,1.1e-09,3.4e-05,5.6e-06,AMO,"Otto Matic",8003,2001-08-23,2023-07-22,253,,,0,.41238,,,,,,,,,
3092069,"       (2001 QJ142)","2001 QJ142",,,Y,N,0,23.70,,,,,,,,,,,,,,,,,,,"JPL 24",2460000.5,60000,2023-02-25.0,J2000,0.0862,1.062,0.971,3.10,184.37,63.98,306.99,1.15,0.9004,2460059.37,2023-04-24.8,400,1.09,0.00978,3.81,3.83,5.8,4.7e-07,1.1e-08,5.1e-07,7.3e-06,6.1e-05,1.3e-04,1.8e-04,1.2e-08,1.4e-08,2.0e-04,6.3e-06,APO,"Otto Matic",4130,2001-08-23,2012-12-13,95,,,0,.51859,,,,,,,,,
