"spkid","full_name","pdes","name","prefix","neo","pha","sats","H","G","M1","M2","K1","K2","PC","diameter","extent","albedo","rot_per","GM","BV","UB","IR","spec_B","spec_T","H_sigma","diameter_sigma","orbit_id","epoch","epoch_mjd","epoch_cal","equinox","e","a","q","i","om","w","ma","ad","n","tp","tp_cal","per","per_y","moid","moid_ld","moid_jup","t_jup","sigma_e","sigma_a","sigma_q","sigma_i","sigma_om","sigma_w","sigma_ma","sigma_ad","sigma_n","sigma_tp","sigma_per","class","producer","data_arc","first_obs","last_obs","n_obs_used","n_del_obs_used","n_dop_obs_used","condition_code","rms","two_body","A1","A1_sigma","A2","A2_sigma","A3","A3_sigma","DT","DT_sigma"
54354303,"       (2023 GJ1)","2023 GJ1",,,Y,Y,0,21.90,,,,,,,,,,,,,,,,,,,"JPL 14",2460000.5,60000,2023-02-25.0,J2000,0.2761,1.396,1.011,17.19,56.58,196.98,296.36,1.78,0.5976,2460107.00,2023-06-11.4,602,1.65,0.00854,3.32,3.26,4.68,2.3e-05,4.4e-05,5.8e-07,8.3e-04,4.7e-04,1.8e-04,3.2e-03,5.7e-05,2.8e-05,2.8e-04,2.9e-02,APO,"Otto Matic",63,2023-04-12,2023-06-14,79,,,5,.52838,,,,,,,,,
54354304,"       (2023 GK1)","2023 GK1",,,Y,N,0,24.07,,,,,,,,,,,,,,,,,,,"JPL 6",2460000.5,60000,2023-02-25.0,J2000,0.2982,1.421,0.997,20.56,30.40,119.01,1.23,1.84,0.5819,2459998.38,2023-02-22.8,619,1.69,0.108,42,3.23,4.6,3.2e-04,7.2e-04,5.3e-05,1.5e-02,1.3e-03,1.9e-02,1.2e-02,9.3e-04,4.4e-04,2.0e-02,4.7e-01,APO,"Otto Matic",21,2023-04-12,2023-05-03,70,,,7,.52936,,,,,,,,,
54354331,"       (2023 GM1)","2023 GM1",,,Y,N,0,27.26,,,,,,,,,,,,,,,,,,,"JPL 5",2460000.5,60000,2023-02-25.0,J2000,0.1925,1.06,0.856,2.86,200.20,91.57,250.16,1.26,0.9029,2460122.14,2023-06-26.6,399,1.09,0.00393,1.53,3.85,5.79,4.9e-05,2.6e-05,3.1e-05,6.3e-04,1.8e-04,3.9e-04,7.3e-03,3.1e-05,3.3e-05,3.6e-03,1.5e-02,APO,"Otto Matic",2,2023-04-14,2023-04-16,49,,,5,.47728,,,,,,,,,
54354352,"       (2023 GN1)","2023 GN1",,,Y,N,0,21.86,,,,,,,,,,,,,,,,,,,"JPL 10",2460000.5,60000,2023-02-25.0,J2000,0.6235,1.74,0.655,20.22,40.42,68.27,6.05,2.82,0.4295,2459986.42,2023-02-10.9,838,2.29,0.0774,30.1,2.65,3.84,1.1e-04,4.4e-04,2.3e-05,4.3e-03,8.2e-04,2.8e-03,4.0e-03,7.1e-04,1.6e-04,3.9e-03,3.2e-01,APO,"Otto Matic",36,2023-04-08,2023-05-14,58,,,6,.59753,,,,,,,,,
54354353,"       (2023 GO1)","2023 GO1",,,Y,N,0,26.48,,,,,,,,,,,,,,,,,,,"JPL 5",2460000.5,60000,2023-02-25.0,J2000,0.3480,1.474,0.961,17.38,31.82,224.91,307.27,1.99,0.5509,2460096.22,2023-05-31.7,653,1.79,0.0279,10.9,3.11,4.48,6.7e-04,1.5e-03,3.3e-05,2.2e-02,2.9e-04,1.1e-02,8.9e-02,2.0e-03,8.2e-04,1.9e-02,9.8e-01,APO,"Otto Matic",12,2023-04-12,2023-04-24,30,,,7,.36026,,,,,,,,,
54354354,"       (2023 GP1)","2023 GP1",,,Y,N,0,23.63,,,,,,,,,,,,,,,,,,,"JPL 5",2460050.5,60050,2023-04-16.0,J2000,0.4362,1.831,1.032,9.23,62.57,85.46,22.19,2.63,0.3978,2459994.72,2023-02-19.2,905,2.48,0.163,63.4,2.44,3.9,6.2e-03,2.2e-02,1.0e-03,1.3e-01,1.6e-01,2.2e-01,4.3e-01,3.2e-02,7.2e-03,6.4e-02,1.6e+01,AMO,"Otto Matic",14,2023-04-13,2023-04-27,26,,,9,.34307,,,,,,,,,
54354355,"       (2023 GQ1)","2023 GQ1",,,Y,N,0,30.27,,,,,,,,,,,,,,,,,,,"JPL 2",2460000.5,60000,2023-02-25.0,J2000,0.0282,1.02,0.991,3.44,27.57,244.16,248.94,1.05,0.9564,2460116.63,2023-06-21.1,376,1.03,0.00268,1.04,3.92,5.98,1.3e-05,5.6e-06,1.0e-05,8.8e-04,5.1e-04,1.1e-02,1.0e-02,5.8e-06,7.9e-06,1.0e-02,3.1e-03,APO,"Otto Matic",2,2023-04-14,2023-04-16,28,,,4,.37321,,,,,,,,,
54354356,"       (2023 GR1)","2023 GR1",,,Y,N,0,25.35,,,,,,,,,,,,,,,,,,,"JPL 6",2460000.5,60000,2023-02-25.0,J2000,0.4273,0.7188,0.412,3.11,202.15,189.13,84.95,1.03,1.617,2459947.97,2023-01-03.4,223,0.609,0.00526,2.05,4.41,7.91,1.4e-04,6.5e-05,1.4e-04,1.6e-03,1.9e-04,1.5e-03,1.2e-02,9.3e-05,2.2e-04,1.5e-02,3.0e-02,ATE,"Otto Matic",12,2023-04-14,2023-04-26,117,,,7,.34385,,,,,,,,,
54354357,"       (2023 GS1)","2023 GS1",,,Y,Y,0,21.65,,,,,,,,,,,,,,,,,,,"JPL 4",2460048.5,60048,2023-04-14.0,J2000,0.8970,2.185,0.225,2.87,350.58,64.68,15.84,4.15,0.3051,2459996.59,2023-02-21.0,1.18e+03,3.23,0.0123,4.79,1.28,2.95,1.9e-03,3.5e-02,6.3e-04,7.0e-03,5.3e-02,6.6e-02,4.1e-01,6.7e-02,7.4e-03,9.2e-02,2.8e+01,APO,"Otto Matic",12,2023-04-13,2023-04-25,38,,,9,.43838,,,,,,,,,
54354358,"       (2023 GT1)","2023 GT1",,,Y,N,0,28.26,,,,,,,,,,,,,,,,,,,"JPL 4",2460000.5,60000,2023-02-25.0,J2000,0.0187,1.013,0.994,4.80,25.15,106.69,22.91,1.03,0.967,2459976.81,2023-02-01.3,372,1.02,0.00395,1.54,3.93,6.02,1.6e-06,1.2e-05,1.1e-05,1.2e-03,5.3e-04,3.6e-02,3.4e-02,1.2e-05,1.8e-05,3.5e-02,6.8e-03,APO,"Otto Matic",3,2023-04-15,2023-04-18,42,,,5,.53799,,,,,,,,,
54354359,"       (2023 GU1)","2023 GU1",,,Y,N,0,26.71,,,,,,,,,,,,,,,,,,,"JPL 5",2460000.5,60000,2023-02-25.0,J2000,0.2162,1.036,0.812,0.67,147.99,315.30,30.81,1.26,0.9344,2459967.53,2023-01-23.0,385,1.05,0.00779,3.03,3.84,5.89,2.8e-04,9.5e-05,2.2e-04,6.3e-04,2.9e-02,2.5e-02,2.2e-02,1.2e-04,1.3e-04,1.9e-02,5.3e-02,APO,"Otto Matic",16,2023-04-14,2023-04-30,34,,,6,.51374,,,,,,,,,
54354360,"       (2023 GV1)","2023 GV1",,,Y,N,0,26.06,,,,,,,,,,,,,,,,,,,"JPL 10",2460000.5,60000,2023-02-25.0,J2000,0.2235,1.332,1.034,3.95,195.17,3.84,330.86,1.63,0.641,2460045.96,2023-04-11.4,562,1.54,0.0334,13,3.32,4.89,9.6e-05,1.8e-04,1.3e-05,1.4e-03,8.8e-04,2.3e-03,4.6e-03,2.2e-04,1.3e-04,2.1e-03,1.1e-01,AMO,"Otto Matic",33,2023-04-14,2023-05-17,43,,,6,.47979,,,,,,,,,
54354361,"       (2023 GX1)","2023 GX1",,,Y,N,0,25.03,,,,,,,,,,,,,,,,,,,"JPL 4",2460049.5,60049,2023-04-15.0,J2000,0.4393,1.828,1.025,10.29,196.72,13.92,358.36,2.63,0.3989,2460053.61,2023-04-19.1,903,2.47,0.0303,11.8,2.33,3.9,2.9e-03,9.5e-03,1.2e-04,4.7e-02,2.0e-03,1.2e-02,1.2e-02,1.4e-02,3.1e-03,2.4e-03,7.0e+00,AMO,"Otto Matic",4,2023-04-14,2023-04-18,24,,,8,.36663,,,,,,,,,
54354362,"       (2023 GY1)","2023 GY1",,,Y,N,0,19.88,,,,,,,,,,,,,,,,,,,"JPL 12",2460058.5,60058,2023-04-24.0,J2000,0.7329,2.624,0.701,9.50,167.73,136.17,347.71,4.55,0.2318,2460111.50,2023-06-16.0,1.55e+03,4.25,0.0772,30,0.952,2.94,6.8e-04,6.5e-03,6.5e-05,8.3e-03,2.2e-02,2.9e-02,5.0e-02,1.1e-02,8.6e-04,1.9e-02,5.7e+00,APO,"Otto Matic",25,2023-04-14,2023-05-09,76,,,8,.37028,,,,,,,,,
54354363,"       (2023 GZ1)","2023 GZ1",,,Y,N,0,17.61,,,,,,,,,,,,,,,,,,,"JPL 10",2460000.5,60000,2023-02-25.0,J2000,0.7551,3.24,0.794,45.83,87.38,20.76,354.48,5.69,0.169,2460033.19,2023-03-29.6,2.13e+03,5.83,0.165,64,0.36,2.33,3.4e-05,5.0e-04,1.3e-05,2.6e-04,7.8e-04,1.9e-03,1.1e-03,8.7e-04,3.9e-05,9.7e-04,4.9e-01,APO,"Otto Matic",80,2023-04-10,2023-06-29,52,,,5,.32661,,,,,,,,,
54354395,"       (2023 GA2)","2023 GA2",,,Y,N,0,23.38,,,,,,,,,,,,,,,,,,,"JPL 10",2460000.5,60000,2023-02-25.0,J2000,0.6179,0.8142,0.311,19.81,30.05,30.57,14.83,1.32,1.342,2459989.45,2023-02-13.9,268,0.735,0.0307,12,4.08,6.98,4.0e-04,1.1e-04,2.8e-04,2.9e-02,1.9e-03,5.2e-04,4.7e-02,1.8e-04,2.7e-04,3.2e-02,5.4e-02,ATE,"Otto Matic",11,2023-04-15,2023-04-26,137,,,7,.53283,,,,,,,,,
54354396,"       (2023 GB2)","2023 GB2",,,Y,N,0,25.70,,,,,,,,,,,,,,,,,,,"JPL 4",2460051.5,60051,2023-04-17.0,J2000,0.3498,1.363,0.886,7.41,193.85,299.45,36.76,1.84,0.6192,2459992.14,2023-02-16.6,581,1.59,0.00999,3.89,3.23,4.77,1.2e-03,2.3e-03,2.0e-04,2.1e-02,7.2e-03,2.4e-02,1.2e-01,3.1e-03,1.5e-03,4.7e-02,1.5e+00,APO,"Otto Matic",12,2023-04-14,2023-04-26,25,,,8,.39345,,,,,,,,,
54354397,"       (2023 GC2)","2023 GC2",,,Y,N,0,27.33,,,,,,,,,,,,,,,,,,,"JPL 1",2460000.5,60000,2023-02-25.0,J2000,0.1486,0.9973,0.849,6.86,199.13,252.39,46.35,1.15,0.9897,2459953.67,2023-01-09.1,364,0.996,0.0131,5.11,3.96,6.08,8.2e-04,3.7e-04,6.1e-04,4.7e-02,1.1e-02,1.0e-01,1.6e-01,4.2e-04,5.5e-04,1.3e-01,2.0e-01,ATE,"Otto Matic",2,2023-04-14,2023-04-16,17,,,7,.64154,,,,,,,,,
54354398,"       (2023 GD2)","2023 GD2",,,Y,N,0,27.58,,,,,,,,,,,,,,,,,,,"JPL 3",2460000.5,60000,2023-02-25.0,J2000,0.4435,1.834,1.020,3.20,207.66,347.39,343.67,2.65,0.3969,2460041.65,2023-04-07.1,907,2.48,0.0213,8.29,2.31,3.9,3.8e-04,1.3e-03,1.5e-05,2.1e-03,2.7e-05,1.6e-03,1.6e-02,1.9e-03,4.2e-04,2.4e-03,9.5e-01,AMO,"Otto Matic",4,2023-04-15,2023-04-19,28,,,7,.61127,,,,,,,,,
54354399,"       (2023 GE2)","2023 GE2",,,Y,N,0,27.98,,,,,,,,,,,,,,,,,,,"JPL 2",2460000.5,60000,2023-02-25.0,J2000,0.1808,1.164,0.954,7.25,201.87,56.60,282.71,1.37,0.7845,2460099.02,2023-06-03.5,459,1.26,0.0142,5.53,3.65,5.39,2.5e-04,2.9e-04,5.8e-05,8.0e-03,5.0e-04,1.0e-03,3.5e-02,3.4e-04,2.9e-04,8.0e-03,1.7e-01,APO,"Otto Matic",3,2023-04-15,2023-04-18,23,,,7,.49185,,,,,,,,,
54354400,"       (2023 GF2)","2023 GF2",,,Y,N,0,25.53,,,,,,,,,,,,,,,,,,,"JPL 3",2460050.5,60050,2023-04-16.0,J2000,0.2688,1.339,0.979,2.47,189.14,50.74,338.93,1.70,0.6358,2460083.64,2023-05-19.1,566,1.55,0.0156,6.07,3.3,4.86,1.0e-03,1.7e-03,1.1e-04,8.1e-03,9.0e-03,2.0e-02,3.8e-02,2.2e-03,1.2e-03,2.9e-03,1.1e+00,APO,"Otto Matic",10,2023-04-14,2023-04-24,24,,,8,.35648,,,,,,,,,
54354401,"       (2023 GG2)","2023 GG2",,,Y,N,0,26.22,,,,,,,,,,,,,,,,,,,"JPL 1",2460048.5,60048,2023-04-14.0,J2000,0.7009,1.966,0.588,10.19,198.17,271.17,17.95,3.34,0.3574,2459998.29,2023-02-22.7,1.01e+03,2.76,0.00374,1.45,1.97,3.51,3.9e-03,2.2e-02,1.2e-03,5.6e-02,5.9e-03,2.4e-02,3.5e-01,3.7e-02,6.0e-03,1.4e-01,1.7e+01,APO,"Otto Matic",2,2023-04-14,2023-04-16,16,,,9,.65487,,,,,,,,,
54354402,"       (2023 GH2)","2023 GH2",,,Y,N,0,23.70,,,,,,,,,,,,,,,,,,,"JPL 9",2460000.5,60000,2023-02-25.0,J2000,0.3861,1.561,0.959,5.45,52.61,211.76,305.26,2.16,0.5052,2460108.85,2023-06-13.3,713,1.95,0.00494,1.92,2.93,4.34,1.6e-04,3.6e-04,2.0e-05,1.7e-03,1.4e-03,1.9e-03,1.9e-02,5.0e-04,1.8e-04,5.1e-04,2.5e-01,APO,"Otto Matic",38,2023-04-14,2023-05-22,45,,,6,.32443,,,,,,,,,
54354403,"       (2023 GJ2)","2023 GJ2",,,Y,N,0,25.62,,,,,,,,,,,,,,,,,,,"JPL 1",2460049.5,60049,2023-04-15.0,J2000,0.3774,0.7428,0.462,9.06,198.89,179.23,187.76,1.02,1.54,2460161.37,2023-08-04.8,234,0.64,0.0212,8.23,4.44,7.7,1.7e-03,8.1e-04,1.7e-03,6.2e-02,9.0e-03,1.4e-02,3.9e-02,1.1e-03,2.5e-03,2.0e-01,3.8e-01,ATE,"Otto Matic",2,2023-04-14,2023-04-16,15,,,8,.38574,,,,,,,,,
54354404,"       (2023 GK2)","2023 GK2",,,Y,N,0,28.59,,,,,,,,,,,,,,,,,,,"JPL 2",2460000.5,60000,2023-02-25.0,J2000,0.3453,1.503,0.984,9.81,25.80,208.06,319.87,2.02,0.5349,2460075.53,2023-05-11.0,673,1.84,0.0088,3.43,2.98,4.46,4.3e-04,9.6e-04,2.2e-05,8.8e-03,2.6e-04,2.1e-03,4.0e-02,1.3e-03,5.1e-04,2.7e-03,6.4e-01,APO,"Otto Matic",2,2023-04-15,2023-04-17,22,,,7,.58944,,,,,,,,,
54354405,"       (2023 GL2)","2023 GL2",,,Y,N,0,24.43,,,,,,,,,,,,,,,,,,,"JPL 6",2460000.5,60000,2023-02-25.0,J2000,0.4776,2.076,1.085,9.63,187.06,34.12,337.82,3.07,0.3294,2460067.82,2023-05-03.3,1.09e+03,2.99,0.11,42.7,1.92,3.6,2.9e-04,1.2e-03,4.1e-05,4.3e-03,1.2e-03,1.2e-03,2.0e-02,1.8e-03,2.9e-04,3.4e-04,9.8e-01,AMO,"Otto Matic",28,2023-04-14,2023-05-12,31,,,7,.27244,,,,,,,,,
54354406,"       (2023 GM2)","2023 GM2",,,Y,N,0,26.34,,,,,,,,,,,,,,,,,,,"JPL 5",2460000.5,60000,2023-02-25.0,J2000,0.5019,2.03,1.011,3.19,212.78,328.19,349.98,3.05,0.3409,2460029.90,2023-03-26.4,1.06e+03,2.89,0.0268,10.4,1.92,3.64,6.3e-04,2.6e-03,1.8e-05,3.0e-03,2.7e-04,7.2e-04,1.8e-02,3.9e-03,6.5e-04,4.5e-03,2.0e+00,APO,"Otto Matic",10,2023-04-15,2023-04-25,32,,,7,.36345,,,,,,,,,
54354407,"       (2023 GO2)","2023 GO2",,,Y,N,0,26.55,,,,,,,,,,,,,,,,,,,"JPL 3",2460000.5,60000,2023-02-25.0,J2000,0.4918,1.9,0.965,6.47,31.28,204.25,331.80,2.83,0.3764,2460075.42,2023-05-10.9,956,2.62,0.00599,2.33,2.18,3.78,4.4e-04,1.6e-03,3.0e-05,4.2e-03,3.5e-04,2.0e-03,3.7e-02,2.4e-03,4.8e-04,2.1e-03,1.2e+00,APO,"Otto Matic",5,2023-04-11,2023-04-16,23,,,7,.48833,,,,,,,,,
54354410,"       (2023 GQ2)","2023 GQ2",,,Y,Y,0,19.86,,,,,,,,,,,,,,,,,,,"JPL 6",2460000.5,60000,2023-02-25.0,J2000,0.4018,1.644,0.984,36.84,53.83,349.34,106.39,2.30,0.4674,2459772.90,2022-07-12.3,770,2.11,0.00124,0.481,3.11,3.99,1.2e-06,1.6e-07,2.0e-06,1.6e-04,1.8e-04,1.9e-04,4.5e-04,2.2e-07,6.7e-08,9.3e-04,1.1e-04,APO,"Otto Matic",4858,2010-01-07,2023-04-27,52,,,2,.50753,,,,,,,,,
54354411,"       (2023 GR2)","2023 GR2",,,Y,Y,0,20.41,,,,,,,,,,,,,,,,,,,"JPL 2",2460067.5,60067,2023-05-03.0,J2000,0.8767,2.463,0.304,16.95,156.28,242.67,21.26,4.62,0.255,2459984.13,2023-02-08.6,1.41e+03,3.87,0.00801,3.12,1.45,2.75,1.8e-03,4.7e-02,1.2e-03,1.3e-03,9.6e-02,2.8e-01,6.1e-01,8.8e-02,7.2e-03,2.2e-02,4.0e+01,APO,"Otto Matic",34,2023-04-12,2023-05-16,21,,,9,.47,,,,,,,,,
54354414,"       (2023 GS2)","2023 GS2",,,Y,N,0,22.17,,,,,,,,,,,,,,,,,,,"JPL 4",2460049.5,60049,2023-04-15.0,J2000,0.7104,1.541,0.446,15.75,187.01,135.95,323.35,2.64,0.5154,2460120.61,2023-06-25.1,698,1.91,0.118,45.8,2.83,4.12,3.1e-03,9.4e-03,2.1e-03,1.5e-01,3.1e-02,1.5e-02,4.0e-01,1.6e-02,4.7e-03,1.3e-01,6.4e+00,APO,"Otto Matic",12,2023-04-15,2023-04-27,38,,,9,.47056,,,,,,,,,
54354415,"       (2023 GT2)","2023 GT2",,,Y,N,0,24.92,,,,,,,,,,,,,,,,,,,"JPL 2",2460049.5,60049,2023-04-15.0,J2000,0.1291,1.191,1.037,24.15,199.92,309.88,41.41,1.34,0.7583,2459994.90,2023-02-19.3,475,1.3,0.0784,30.5,3.66,5.24,8.9e-04,1.6e-03,3.6e-04,7.9e-02,6.3e-03,2.2e-01,2.6e-01,1.8e-03,1.6e-03,2.3e-01,9.7e-01,AMO,"Otto Matic",6,2023-04-15,2023-04-21,29,,,8,.52476,,,,,,,,,
54354416,"       (2023 GU2)","2023 GU2",,,Y,N,0,25.25,,,,,,,,,,,,,,,,,,,"JPL 2",2460050.5,60050,2023-04-16.0,J2000,0.3281,1.516,1.019,9.24,38.82,194.81,347.07,2.01,0.528,2460075.00,2023-05-10.4,682,1.87,0.0181,7.06,2.98,4.44,1.5e-03,3.5e-03,4.8e-05,3.0e-02,9.7e-03,7.3e-03,4.7e-02,4.7e-03,1.8e-03,6.0e-03,2.4e+00,AMO,"Otto Matic",4,2023-04-15,2023-04-19,28,,,8,.42884,,,,,,,,,
54354417,"       (2023 GV2)","2023 GV2",,,Y,N,0,24.39,,,,,,,,,,,,,,,,,,,"JPL 6",2460000.5,60000,2023-02-25.0,J2000,0.5376,2.381,1.101,4.83,68.31,153.49,342.67,3.66,0.2683,2460065.10,2023-04-30.5,1.34e+03,3.67,0.0986,38.4,1.32,3.32,1.5e-04,8.2e-04,2.2e-05,9.5e-04,1.0e-03,3.4e-04,8.9e-03,1.3e-03,1.4e-04,4.4e-04,6.9e-01,AMO,"Otto Matic",36,2023-04-15,2023-05-21,39,,,6,.30558,,,,,,,,,
54354418,"       (2023 GW2)","2023 GW2",,,Y,N,0,25.96,,,,,,,,,,,,,,,,,,,"JPL 4",2460000.5,60000,2023-02-25.0,J2000,0.0372,1.082,1.042,14.86,26.89,236.11,260.99,1.12,0.8755,2460113.60,2023-06-18.0,411,1.13,0.0543,21.1,3.85,5.69,1.6e-04,2.9e-04,1.0e-04,2.7e-02,2.5e-03,1.4e-01,1.6e-01,3.0e-04,3.5e-04,1.4e-01,1.6e-01,AMO,"Otto Matic",11,2023-04-15,2023-04-26,25,,,7,.64959,,,,,,,,,
54354420,"       (2023 GX2)","2023 GX2",,,Y,N,0,27.54,,,,,,,,,,,,,,,,,,,"JPL 1",2460049.5,60049,2023-04-15.0,J2000,0.2872,1.287,0.917,6.75,197.34,305.68,35.39,1.66,0.675,2459997.07,2023-02-21.5,533,1.46,0.00578,2.25,3.37,4.99,1.4e-03,2.3e-03,2.1e-04,2.8e-02,9.5e-03,5.9e-02,1.4e-01,2.9e-03,1.8e-03,6.6e-02,1.4e+00,APO,"Otto Matic",2,2023-04-15,2023-04-17,14,,,8,.47798,,,,,,,,,
54354422,"       (2023 GY2)","2023 GY2",,,Y,N,0,22.95,,,,,,,,,,,,,,,,,,,"JPL 20",2460000.5,60000,2023-02-25.0,J2000,0.5965,2.29,0.924,8.10,55.61,216.09,328.45,3.66,0.2845,2460111.40,2023-06-15.9,1.27e+03,3.46,0.00767,2.98,1.52,3.33,9.0e-05,4.8e-04,1.1e-05,8.7e-04,3.6e-04,6.5e-04,1.0e-02,7.7e-04,9.0e-05,5.8e-04,4.0e-01,APO,"Otto Matic",32,2023-04-14,2023-05-16,83,,,6,.50248,,,,,,,,,
54354506,"       (2023 GZ2)","2023 GZ2",,,Y,N,0,21.69,,,,,,,,,,,,,,,,,,,"JPL 5",2460052.5,60052,2023-04-18.0,J2000,0.5058,1.729,0.855,29.74,194.99,104.18,324.39,2.60,0.4333,2460134.67,2023-07-09.1,831,2.27,0.106,41.2,3.24,3.87,7.8e-04,3.0e-03,1.5e-04,4.9e-02,8.6e-03,4.9e-02,1.1e-01,4.6e-03,1.1e-03,3.1e-02,2.2e+00,APO,"Otto Matic",27,2023-04-15,2023-05-12,35,,,8,.45667,,,,,,,,,
54354510,"       (2023 GA3)","2023 GA3",,,Y,N,0,21.63,,,,,,,,,,,,,,,,,,,"JPL 2",2460048.5,60048,2023-04-14.0,J2000,0.3253,1.044,0.704,15.18,312.25,357.06,278.83,1.38,0.9241,2460136.34,2023-07-10.8,390,1.07,0.254,98.8,3.87,5.8,2.9e-03,3.2e-03,8.6e-04,1.3e-01,1.2e-01,1.9e-01,6.0e-01,4.3e-03,4.3e-03,2.4e-01,1.8e+00,APO,"Otto Matic",14,2023-04-12,2023-04-26,23,,,9,.26423,,,,,,,,,
54354508,"       (2023 GB3)","2023 GB3",,,Y,N,0,21.77,,,,,,,,,,,,,,,,,,,"JPL 8",2460200.5,60200,2023-09-13.0,J2000,0.4729,2.037,1.074,7.47,88.21,168.38,36.90,3.00,0.339,2460091.65,2023-05-27.1,1.06e+03,2.91,0.0607,23.6,2.07,3.65,3.9e-05,1.6e-04,4.5e-06,3.8e-04,6.0e-04,5.1e-05,4.3e-03,2.3e-04,4.0e-05,2.6e-05,1.2e-01,AMO,"Otto Matic",103,2023-04-14,2023-07-26,47,,,5,.3953,,,,,,,,,
54354509,"       (2023 GC3)","2023 GC3",,,Y,N,0,23.71,,,,,,,,,,,,,,,,,,,"JPL 13",2460000.5,60000,2023-02-25.0,J2000,0.4408,2.04,1.141,2.73,210.88,39.42,327.02,2.94,0.3384,2460097.98,2023-06-02.4,1.06e+03,2.91,0.131,50.8,2.11,3.67,2.6e-05,1.0e-04,6.3e-06,1.2e-04,5.9e-05,1.4e-04,2.5e-03,1.5e-04,2.6e-05,1.8e-04,8.2e-02,AMO,"Otto Matic",90,2023-04-15,2023-07-14,63,,,5,.44659,,,,,,,,,
54354520,"       (2023 GD3)","2023 GD3",,,Y,N,0,25.41,,,,,,,,,,,,,,,,,,,"JPL 5",2460000.5,60000,2023-02-25.0,J2000,0.4728,1.989,1.049,6.01,211.71,31.64,329.51,2.93,0.3514,2460087.27,2023-05-22.7,1.02e+03,2.81,0.0585,22.8,2.1,3.7,2.0e-04,7.9e-04,1.4e-05,1.9e-03,3.1e-04,1.3e-03,1.8e-02,1.2e-03,2.1e-04,1.5e-04,6.1e-01,AMO,"Otto Matic",28,2023-04-15,2023-05-13,29,,,7,.34202,,,,,,,,,
54354662,"       (2023 GE3)","2023 GE3",,,Y,N,0,23.66,,,,,,,,,,,,,,,,,,,"JPL 5",2460000.5,60000,2023-02-25.0,J2000,0.2342,1.495,1.145,0.66,281.11,305.22,323.15,1.85,0.539,2460068.85,2023-05-04.3,668,1.83,0.136,53,3.13,4.52,6.0e-05,1.5e-04,2.8e-05,1.0e-04,3.1e-03,3.3e-03,6.1e-03,1.9e-04,8.3e-05,8.7e-04,1.0e-01,AMO,"Otto Matic",74,2023-03-26,2023-06-08,26,,,6,.56868,,,,,,,,,
54354666,"       (2023 GF3)","2023 GF3",,,Y,N,0,24.90,,,,,,,,,,,,,,,,,,,"JPL 1",2460034.5,60034,2023-03-31.0,J2000,0.1597,1.09,0.916,3.16,56.08,213.41,299.50,1.26,0.8656,2460104.39,2023-06-08.8,416,1.14,0.0297,11.6,3.78,5.67,1.6e-03,1.2e-03,6.9e-04,2.5e-02,3.6e-02,4.9e-02,1.7e-01,1.4e-03,1.4e-03,8.6e-02,6.9e-01,APO,"Otto Matic",4,2023-03-30,2023-04-03,14,,,8,.50763,,,,,,,,,
54354667,"       (2023 GG3)","2023 GG3",,,Y,N,0,23.51,,,,,,,,,,,,,,,,,,,"JPL 1",2460050.5,60050,2023-04-16.0,J2000,0.1360,1.393,1.204,26.06,193.99,305.32,55.91,1.58,0.5995,2459957.24,2023-01-12.7,600,1.64,0.261,102,3.45,4.66,6.7e-03,1.9e-02,6.9e-03,6.8e-01,2.0e-01,1.6e+00,2.1e+00,2.1e-02,1.2e-02,1.7e+00,1.2e+01,AMO,"Otto Matic",3,2023-04-15,2023-04-18,15,,,9,.47626,,,,,,,,,
54354671,"       (2023 GJ3)","2023 GJ3",,,Y,N,0,23.75,,,,,,,,,,,,,,,,,,,"JPL 6",2460050.5,60050,2023-04-16.0,J2000,0.6734,2.311,0.755,2.37,105.72,181.74,342.57,3.87,0.2805,2460112.63,2023-06-17.1,1.28e+03,3.51,0.038,14.8,1.34,3.24,1.3e-03,8.2e-03,4.1e-04,3.5e-03,4.9e-02,4.1e-02,1.0e-01,1.4e-02,1.5e-03,2.4e-02,6.9e+00,APO,"Otto Matic",18,2023-04-15,2023-05-03,33,,,8,.30198,,,,,,,,,
54355031,"       (2023 GP3)","2023 GP3",,,Y,N,0,28.58,,,,,,,,,,,,,,,,,,,"JPL 2",2460000.5,60000,2023-02-25.0,J2000,0.5014,1.988,0.991,6.31,201.51,344.15,348.43,2.98,0.3516,2460033.41,2023-03-29.9,1.02e+03,2.8,0.00171,0.667,1.98,3.68,7.0e-04,2.8e-03,2.8e-06,6.8e-03,9.4e-05,7.9e-03,2.1e-02,4.2e-03,7.4e-04,9.5e-03,2.2e+00,APO,"Otto Matic",11,2023-04-14,2023-04-25,13,,,7,.34541,,,,,,,,,
54356983,"       (2023 GW3)","2023 GW3",,,Y,N,0,20.27,,,,,,,,,,,,,,,,,,,"JPL 5",2460000.5,60000,2023-02-25.0,J2000,0.7779,2.758,0.612,15.72,102.69,219.79,331.44,4.90,0.2152,2460133.24,2023-07-07.7,1.67e+03,4.58,0.18,70.2,0.872,2.77,2.1e-05,2.3e-04,6.8e-06,1.9e-04,8.9e-04,8.5e-04,3.7e-03,4.1e-04,2.7e-05,5.3e-04,2.1e-01,APO,"Otto Matic",54,2023-03-30,2023-05-23,33,,,5,.49989,,,,,,,,,
